"id","image","groups","path","dimension","active","update"
184,"butter-chicken18.jpg",3,"/assets/images/foodish/butter-chicken/butter-chicken18.jpg",,1,"2022-02-02"
185,"butter-chicken19.jpg",3,"/assets/images/foodish/butter-chicken/butter-chicken19.jpg",,1,"2022-02-02"
218,"dessert27.jpg",4,"/assets/images/foodish/dessert/dessert27.jpg",,1,"2022-02-02"
219,"dessert28.jpg",4,"/assets/images/foodish/dessert/dessert28.jpg",,1,"2022-02-02"
401,"pasta1.jpg",7,"/assets/images/foodish/pasta/pasta1.jpg",,1,"2022-02-02"
402,"pasta10.jpg",7,"/assets/images/foodish/pasta/pasta10.jpg",,1,"2022-02-02"
403,"pasta11.jpg",7,"/assets/images/foodish/pasta/pasta11.jpg",,1,"2022-02-02"
404,"pasta12.jpg",7,"/assets/images/foodish/pasta/pasta12.jpg",,1,"2022-02-02"
405,"pasta13.jpg",7,"/assets/images/foodish/pasta/pasta13.jpg",,1,"2022-02-02"
406,"pasta14.jpg",7,"/assets/images/foodish/pasta/pasta14.jpg",,1,"2022-02-02"
407,"pasta15.jpg",7,"/assets/images/foodish/pasta/pasta15.jpg",,1,"2022-02-02"
408,"pasta16.jpg",7,"/assets/images/foodish/pasta/pasta16.jpg",,1,"2022-02-02"
409,"pasta17.jpg",7,"/assets/images/foodish/pasta/pasta17.jpg",,1,"2022-02-02"
220,"dessert29.jpg",4,"/assets/images/foodish/dessert/dessert29.jpg",,1,"2022-02-02"
221,"dessert3.jpg",4,"/assets/images/foodish/dessert/dessert3.jpg",,1,"2022-02-02"
271,"dosa40.jpg",5,"/assets/images/foodish/dosa/dosa40.jpg",,1,"2022-02-02"
272,"dosa41.jpg",5,"/assets/images/foodish/dosa/dosa41.jpg",,1,"2022-02-02"
274,"dosa43.jpg",5,"/assets/images/foodish/dosa/dosa43.jpg",,1,"2022-02-02"
132,"burger51.jpg",2,"/assets/images/foodish/burger/burger51.jpg",,1,"2022-02-02"
133,"burger52.jpg",2,"/assets/images/foodish/burger/burger52.jpg",,1,"2022-02-02"
134,"burger53.jpg",2,"/assets/images/foodish/burger/burger53.jpg",,1,"2022-02-02"
86,"burger1.jpg",2,"/assets/images/foodish/burger/burger1.jpg",,1,"2022-02-02"
135,"burger54.jpg",2,"/assets/images/foodish/burger/burger54.jpg",,1,"2022-02-02"
136,"burger55.jpg",2,"/assets/images/foodish/burger/burger55.jpg",,1,"2022-02-02"
137,"burger56.jpg",2,"/assets/images/foodish/burger/burger56.jpg",,1,"2022-02-02"
138,"burger57.jpg",2,"/assets/images/foodish/burger/burger57.jpg",,1,"2022-02-02"
139,"burger58.jpg",2,"/assets/images/foodish/burger/burger58.jpg",,1,"2022-02-02"
155,"burger72.jpg",2,"/assets/images/foodish/burger/burger72.jpg",,1,"2022-02-02"
156,"burger73.jpg",2,"/assets/images/foodish/burger/burger73.jpg",,1,"2022-02-02"
157,"burger74.jpg",2,"/assets/images/foodish/burger/burger74.jpg",,1,"2022-02-02"
158,"burger75.jpg",2,"/assets/images/foodish/burger/burger75.jpg",,1,"2022-02-02"
159,"burger76.jpg",2,"/assets/images/foodish/burger/burger76.jpg",,1,"2022-02-02"
161,"burger78.jpg",2,"/assets/images/foodish/burger/burger78.jpg",,1,"2022-02-02"
314,"dosa8.jpg",5,"/assets/images/foodish/dosa/dosa8.jpg",,1,"2022-02-02"
315,"dosa80.jpg",5,"/assets/images/foodish/dosa/dosa80.jpg",,1,"2022-02-02"
316,"dosa81.jpg",5,"/assets/images/foodish/dosa/dosa81.jpg",,1,"2022-02-02"
317,"dosa82.jpg",5,"/assets/images/foodish/dosa/dosa82.jpg",,1,"2022-02-02"
318,"dosa83.jpg",5,"/assets/images/foodish/dosa/dosa83.jpg",,1,"2022-02-02"
319,"dosa9.jpg",5,"/assets/images/foodish/dosa/dosa9.jpg",,1,"2022-02-02"
237,"dosa1.jpg",5,"/assets/images/foodish/dosa/dosa1.jpg",,1,"2022-02-02"
238,"dosa10.jpg",5,"/assets/images/foodish/dosa/dosa10.jpg",,1,"2022-02-02"
239,"dosa11.jpg",5,"/assets/images/foodish/dosa/dosa11.jpg",,1,"2022-02-02"
240,"dosa12.jpg",5,"/assets/images/foodish/dosa/dosa12.jpg",,1,"2022-02-02"
241,"dosa13.jpg",5,"/assets/images/foodish/dosa/dosa13.jpg",,1,"2022-02-02"
242,"dosa14.jpg",5,"/assets/images/foodish/dosa/dosa14.jpg",,1,"2022-02-02"
243,"dosa15.jpg",5,"/assets/images/foodish/dosa/dosa15.jpg",,1,"2022-02-02"
244,"dosa16.jpg",5,"/assets/images/foodish/dosa/dosa16.jpg",,1,"2022-02-02"
275,"dosa44.jpg",5,"/assets/images/foodish/dosa/dosa44.jpg",,1,"2022-02-02"
